arrests_ever_num,incarc_totmonths,favorite_icecream,optimistic_future,cigarette_ever,age_first_smoke,alcohol_ever,age_first_alcohol,race,age_bio_mom_birth,hh_income_1997,hh_net_worth_1997,highgrade_bio_dad,highgrade_bio_mom,highgrade_res_dad,highgrade_res_mom,race_ethnicity,depressed_lastmo,age,region,citizen,income_family,hh_pov_ratio,num_hh_under_18,num_hh_under_6,marrstat,marrstat_collapsed,msa,num_bio_child_hh,num_bio_child_nonres,religion,had_income_lastyr,wage_sal,spouse_hadjob,spouse_wage_sal,internet,weight,pray_daily,religion_import,smoke_days_lastmo,cigs_perday,drank_yesno,days_drank_lastmo,drinks_perday,drink5plus_days,marijuana,marijuana_days_lastmo,hard_drugs,hard_drugs_num,sex_num_lastmo,health,computer_hours_perweek,tv_hours_perweek,sleep_hours_pernight,drive_drink_lastmo,health_insure,wkswk_yr,hours_wk_yr,year_first_marry,highgrade_comp,highest_degree,hh_net_worth_age30,cohab_totalnum,marriages_totalnum,female,asvab_test_pct,est_wage_sal,est_spouse_wage_sal,height_inch,partner_same_sex
"0",0,"Vanilla",,"No",,"No",,"White",33,,3500,12,10,12,10,"Hispanic","None of the time",30,"South","Citizen, born in the U.S.",69756,477,0,0,"Married, spouse present","Married","In CBSA, not in central city",,,"Roman Catholic","YES",40156,"YES",29600,"YES",273,"FALSE","Very important",,,"YES",1,1,"0","NO",,"NO",,3,"Good","10 hours or more a week","11 to 20 hours a week",6,"0 times","YES",38,1520,2008,16,"Bachelor's degree (BA, BS)",6200,0,1,1,53.241,40156,29600,64,0
"0",0,"Chocolate","AGREE","No",,"Yes",13,"White",41,110700,488850,16,18,16,18,"Non-Black / Non-Hispanic","None of the time",29,"Northeast","Citizen, born in the U.S.",122450,696,1,1,"Married, spouse present","Married","In CBSA, in central city",1,0,"Roman Catholic","YES",67000,"YES",41000,"YES",185,"FALSE","Somewhat important",,,"YES",20,2,"0","NO",,"NO",,1,"Excellent","4 to 6 hours a week","11 to 20 hours a week",8,"0 times","YES",39,1470,2008,18,"Master's degree (MA, MS)",,1,1,1,96.703,67000,41000,65,0
"0",0,"Chocolate","DISAGREE","No",,,,"Black or African American",29,"0",,12,12,12,12,"Black","None of the time",28,"Northeast","Citizen, born in the U.S.",25000,91,1,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",,,,"YES",138,"TRUE","Very important",,,"NO",,,,"NO",,"NO",,,"Good","1 to 3 hours a week","3 to 10 hours a week",1,"I DID NOT DRIVE IN THE PAST 30 DAYS","YES",37,1480,,12,"High school diploma (Regular 12 year program)",,0,0,0,-.004,,,,
"0",0,"Butter Pecan","STRONGLY AGREE","Yes",12,"No",,"Black or African American",37,25500,-1750,12,12,12,12,"Black","None of the time",28,"Northeast","Citizen, born in the U.S.",70000,616,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Christian Church","YES",70000,,,"YES",205,"FALSE","Somewhat important",,,"NO",,,,"NO",,"NO",,8,"Excellent","4 to 6 hours a week","11 to 20 hours a week",8,"0 times","YES",51,2856,,14,"High school diploma (Regular 12 year program)",,0,0,0,15.235,70000,,68,
"0",0,"None of these",,"No",,"No",,"Black or African American",28,22800,73500,,16,,,"Black","None of the time",30,"Northeast","Citizen, born in the U.S.",,,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"Christian Church","NO",,"YES",,"YES",309,"FALSE","Somewhat important",,,"YES",3,3,1,"NO",,"NO",,1,"Good","4 to 6 hours a week","Less than 2 hours per week",6,"I DID NOT DRIVE IN THE PAST 30 DAYS","YES",14,420,,15,"High school diploma (Regular 12 year program)",7500,1,0,1,56.429,,,69,0
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"Something else? (SPECIFY)",17,56600,19500,,14,12,14,"Non-Black / Non-Hispanic","None of the time",28,"West","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","NO",,,,"YES",170,"FALSE","Somewhat important",,,"YES",15,3,"0","NO",,"NO",,,"Fair","10 hours or more a week","Less than 2 hours per week",11,"I DID NOT DRIVE IN THE PAST 30 DAYS","NO",34,728,,18,"Master's degree (MA, MS)",,0,0,0,1.355,,,69,
"0",0,"None of these","AGREE","No",,"No",,"Black or African American",29,,37000,12,12,,12,"Black","Some of the time",28,"Northeast","Citizen, born in the U.S.",30005,199,1,0,"Divorced, not cohabiting","Divorced","In CBSA, in central city",1,0,"Other Protestant","YES",30000,,,"YES",185,"FALSE","Somewhat important",,,"YES",1,3,"0","NO",,"NO",,,"Fair","1 to 3 hours a week","3 to 10 hours a week",4,"0 times","YES",30,1500,2005,14,"Associate/Junior college (AA)",,1,1,1,44.495,30000,,62,
"0",0,"Vanilla",,"No",,"No",,"Black or African American",24,150000,158500,14,14,14,14,"Black","None of the time",31,"South","Citizen, born in the U.S.",66000,451,0,0,"Never married, cohabiting","Never-married","In CBSA, not in central city",,,"Nondenominational Christian","YES",27000,"YES",31000,"YES",240,"FALSE","Very important",,,"YES",7,2,1,"NO",,"NO",,7,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","NO",37,1872,,17,"Bachelor's degree (BA, BS)",19500,1,0,0,73.429,27000,31000,74,0
"0",0,"Strawberry","AGREE","No",,"No",,"Black or African American",28,150000,158500,14,14,14,14,"Black","None of the time",26,"South","Citizen, born in the U.S.",,,3,3,"Divorced, not cohabiting","Divorced","In CBSA, not in central city",3,0,"Baptist","NO",,,,"YES",163,"TRUE","Extremely important",,,"YES",12,3,4,"NO",,"NO",,2,"Good","4 to 6 hours a week","11 to 20 hours a week",4,"2 or 3 times","YES","0: weeks","0",2007,16,"Bachelor's degree (BA, BS)",,2,1,1,52.921,,,64,0
3,0,"Chocolate",,"No",,"No",,"Black or African American",,40000,,12,15,12,15,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"High school diploma (Regular 12 year program)",,1,0,0,34.197,,,,
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",40,,50751,,,,,"Black","Some of the time",28,"South","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, not in central city",,,"Baptist","NO",,,,"YES",150,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Good","4 to 6 hours a week","3 to 10 hours a week",7,"0 times","NO",43,602,,14,"Associate/Junior college (AA)",,0,0,0,27.471,,,71,
"0",0,"Strawberry",,"No",,"Yes",12,"Black or African American",24,,413500,12,,,18,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"Professional degree (DDS, JD, MD)",,0,0,0,-.004,,,,
"0",0,"Butter Pecan",,"No",,"Yes",9,"Black or African American",27,,413500,12,18,,18,"Black","Some of the time",31,"Northeast","Citizen, naturalized","0","0",0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"Nondenominational Christian","NO",,,,"YES",180,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,,"Fair","10 hours or more a week","21 to 30 hours a week",6,"0 times","YES",9,108,,19,"PhD",,0,0,0,-.004,,,72,
"0",0,"Chocolate",,"No",,"No",,"Black or African American",,,413500,12,,,18,"Black",,30,"Northeast","Citizen, naturalized",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Episcopal","NO",,,,"NO",240,"TRUE","Extremely important",,,"NO",,,,"NO",,"NO",,0,"Excellent","4 to 6 hours a week","Less than 2 hours per week",8,"0 times","NO","0: weeks","0",,12,"High school diploma (Regular 12 year program)",2491,0,0,0,-.004,,,82,
"0",0,"Butter Pecan",,"No",,"No",,"Black or African American",,,,12,16,12,16,"Black","None of the time",30,"South","Citizen, born in the U.S.",124000,1091,0,0,"Married, spouse absent","Married","In CBSA, not in central city",,,"Seventh Day Adventist","YES",49000,"YES",,"YES",130,"TRUE","Extremely important",,,"YES",3,1,"0","NO",,"NO",,0,"Excellent","10 hours or more a week","21 to 30 hours a week",7,"0 times","YES",53,2120,2006,18,"Bachelor's degree (BA, BS)",-16400,0,1,1,81.315,49000,,66,0
"0",0,"Chocolate","AGREE","No",,"Yes",14,"Black or African American",,,,12,16,12,16,"Black","None of the time",29,"Northeast","Citizen, born in the U.S.",50000,440,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Seventh Day Adventist","YES",50000,,,"YES",180,"FALSE","Very important",,,"YES",,,,"NO",,"NO",,,"Very good","10 hours or more a week","11 to 20 hours a week",6,"0 times","YES",38,,,16,"Bachelor's degree (BA, BS)",,0,0,0,56.708,50000,,72,
"0",0,"None of these",,"No",,"Yes",13,"Black or African American",25,26015,18800,14,14,,,"Black","None of the time",31,"Northeast","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",40000,,,"YES",,"TRUE","Somewhat important",,,"YES",,,,,,"NO",,,"Fair","4 to 6 hours a week","11 to 20 hours a week",7,"0 times","NO",38,1748,,13,"High school diploma (Regular 12 year program)",3600,1,0,0,-.004,40000,,,0
"0",0,"None of these","AGREE","Yes",7,"No",,"Black or African American",25,,,12,11,12,11,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"High school diploma (Regular 12 year program)",,0,0,1,-.004,,,,
2,0,"Chocolate","AGREE","No",,"No",,"Black or African American",27,,,12,11,12,11,"Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,"High school diploma (Regular 12 year program)",,0,0,0,-.004,,,,
"0",0,"Chocolate","STRONGLY AGREE","No",,"No",,"White",,,,,,,,"Non-Black / Non-Hispanic","None of the time",28,"Northeast","Citizen, born in the U.S.",5250,36,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Jewish - Reform","YES",3000,,,"YES",190,"FALSE","Not very important",25,2,"YES","30",3,20,"YES",1,"YES",3,,"Very good","10 hours or more a week","3 to 10 hours a week",7,"0 times","NO",17,335,,20,"Professional degree (DDS, JD, MD)",,0,0,0,-.004,3000,,70,
"0",0,"Chocolate",,"No",,"No",,"Asian or Pacific Islander",,,,8,,8,,"Non-Black / Non-Hispanic","Some of the time",29,"Northeast","Citizen, naturalized",53500,174,2,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Christian Church","YES",36000,,,"YES",165,"FALSE","Extremely important",,,"NO",,,,"NO",,"NO",,8,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","NO",27,1080,,15,"High school diploma (Regular 12 year program)",,0,0,0,7.556,36000,,67,
"0",0,"Vanilla","AGREE","No",,"No",,"Asian or Pacific Islander",,,,8,,8,,"Non-Black / Non-Hispanic","None of the time",29,"Northeast","Citizen, naturalized",149100,485,2,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Atheist","YES",60000,,,"YES",165,"FALSE","Not important at all",,,"YES",1,2,"0","NO",,"NO",,,"Good","4 to 6 hours a week","11 to 20 hours a week",6,"0 times","YES",37,1813,,14,"High school diploma (Regular 12 year program)",,0,0,0,34.058,60000,,66,
"0",0,"Strawberry","STRONGLY AGREE","No",,"No",,"Black or African American",21,35500,3750,12,12,12,12,"Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,15,"High school diploma (Regular 12 year program)",,0,1,1,-.004,,,,
1,0,"None of these",,"No",,"No",,"White",28,,,,,,,"Non-Black / Non-Hispanic","None of the time",30,"Northeast","Citizen, born in the U.S.",5735,38,1,1,"Never married, not cohabiting","Never-married","In CBSA, in central city",1,0,"Nondenominational Christian","NO",,,,"YES",140,,,,,"YES",4,2,,"NO",,"NO",,,"Very good","None","3 to 10 hours a week",6,"0 times","YES",19,570,,14,"Associate/Junior college (AA)",-4500,0,0,1,29.032,,,63,
1,0,"Vanilla","AGREE","No",,"Yes",10,"White",18,,,14,11,14,,"Hispanic","None of the time",27,"Northeast","Citizen, born in the U.S.",,,1,1,"Never married, cohabiting","Never-married","In CBSA, in central city",1,0,"Roman Catholic","YES",13000,,,"YES",165,"FALSE","Somewhat important",,,"YES",5,5,3,"YES",4,"NO",,,"Fair","10 hours or more a week","3 to 10 hours a week",6,"0 times",,41,460,,13,"GED",,1,0,0,10.563,13000,,67,0
4,0,"Vanilla",,"Yes",14,"No",,"Black or African American",20,30000,,14,12,,12,"Black",,30,"Northeast","Citizen, born in the U.S.",8750,60,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",0,1,"None, no religion - personal philosophy","NO",,,,"NO",240,"FALSE","Not important at all","30",15,"YES",,,,"YES",,"NO",,,"Fair","Less than 1 hour a week","3 to 10 hours a week",7,"0 times","YES","0: weeks","0",,11,"GED",2500,0,0,0,11.014,,,71,
"0",0,"Vanilla","STRONGLY AGREE","No",,"Yes",2,"Black or African American",32,4810,500,12,12,,12,"Black","Some of the time",27,"Northeast","Citizen, born in the U.S.",5000,29,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",5000,,,"YES",154,"TRUE",,,,"NO",,,,"NO",,"NO",,,"Good","10 hours or more a week","11 to 20 hours a week",6,"0 times","YES",33,1155,,11,"None",,0,0,1,2.39,5000,,69,
"0",0,"Strawberry",,"No",,"No",,"Something else? (SPECIFY)",19,,,,,,,"Hispanic","None of the time",27,"Northeast","Citizen, naturalized",30000,205,0,0,"Never married, cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",30000,,,"YES",235,"FALSE","Somewhat important",,,"YES",2,3,"0","YES",15,"NO",,,"Good","10 hours or more a week","3 to 10 hours a week",8,"0 times","NO",48,1536,,16,"Bachelor's degree (BA, BS)",,1,0,0,69.94,30000,,73,0
2,0,"Strawberry",,"No",,"No",,"Something else? (SPECIFY)",23,,3750,12,6,,6,"Hispanic","None of the time",30,"Northeast","Citizen, born in the U.S.",28000,191,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",28000,,,"YES",200,"FALSE","Very important",,,"NO",,,,"NO",,"NO",,0,"Very good","4 to 6 hours a week","3 to 10 hours a week",6,"0 times","NO",39,1365,,12,"GED",2500,0,0,0,8.011,28000,,70,
"0",0,,"STRONGLY AGREE","No",,"No",,"Something else? (SPECIFY)",25,,3750,12,6,,6,"Hispanic","None of the time",27,"South","Citizen, born in the U.S.",38000,252,1,0,"Divorced, not cohabiting","Divorced","In CBSA, in central city",1,0,"Roman Catholic","YES",38000,,,"YES",134,"TRUE","Very important","30",20,"YES",2,1,"0","NO",,"NO",,1,"Very good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES","0: weeks","0",2007,12,"High school diploma (Regular 12 year program)",,0,1,1,42.129,38000,,63,0
1,12,"Vanilla","DISAGREE","No",,"No",,"White",20,12000,8000,12,12,,12,"Non-Black / Non-Hispanic","Some of the time",27,"Northeast","Citizen, born in the U.S.",156000,584,2,1,"Married, spouse present","Married","In CBSA, not in central city",2,0,,"YES",32000,"YES",24000,"YES",200,,,,,"NO",,,,"NO",,"NO",,15,"Good","4 to 6 hours a week","3 to 10 hours a week",8,"0 times","YES",45,2068,2004,12,"High school diploma (Regular 12 year program)",,1,1,0,70.113,32000,24000,68,0
"0",0,"Vanilla",,"Yes",15,"Yes",14,"White",27,,12240,12,12,12,12,"Non-Black / Non-Hispanic",,30,"Northeast","Citizen, born in the U.S.",77000,347,2,2,"Married, spouse present","Married","In CBSA, in central city",2,0,"Agnostic","YES",37000,"YES",40000,"YES",118,"FALSE","Not important at all",,,"YES",15,6,12,"NO",,"NO",,3,"Very good","10 hours or more a week","3 to 10 hours a week",8,"0 times","YES",43,1634,2006,18,"Master's degree (MA, MS)",22500,1,1,1,13.722,37000,40000,63,0
"0",0,"Vanilla","AGREE","No",,"No",,"White",26,42500,15750,14,12,14,12,"Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"High school diploma (Regular 12 year program)",,1,0,0,75.575,,,,
"0",0,"Chocolate",,"No",,"No",,"White",20,,,12,12,12,12,"Non-Black / Non-Hispanic",,30,"Northeast","Citizen, born in the U.S.",116000,679,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",146002,,,"YES",185,"FALSE","Not important at all","30",20,"YES",3,10,3,"YES",6,"NO",,12,"Excellent","1 to 3 hours a week","11 to 20 hours a week",7,"0 times","YES",42,1974,,12,"High school diploma (Regular 12 year program)",322500,0,0,0,5.929,146002,,72,
"0",0,"Chocolate",,"No",,"No",,"White",15,,,6,6,6,6,"Non-Black / Non-Hispanic","None of the time",29,"Northeast","Citizen, born in the U.S.",84060,574,0,0,"Married, spouse present","Married","In CBSA, in central city",,,"Atheist","YES",61000,"YES",23000,"YES",195,"FALSE","Not important at all",,,"YES",4,2,"0","NO",,"NO",,,"Excellent","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES",37,1998,2007,19,"Master's degree (MA, MS)",49500,1,1,0,78.892,61000,23000,71,0
1,0,"Chocolate",,"No",,"No",,"Black or African American",27,,,12,16,12,16,"Hispanic","None of the time",29,"Northeast","Citizen, naturalized",26265,117,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Roman Catholic","YES",26000,,,"YES",220,"FALSE","Somewhat important",,,"YES",1,2,"0","NO",,"NO",,,"Very good","10 hours or more a week","3 to 10 hours a week",7,"0 times","YES",39,975,,15,"Associate/Junior college (AA)",-4100,0,0,0,-.004,26000,,68,
"0",0,"Vanilla","STRONGLY AGREE","No",,"No",,"Black or African American",28,,,12,16,12,16,"Hispanic","None of the time",29,"Northeast","Citizen, naturalized",97000,430,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",47000,,,"YES",220,"FALSE","Not important at all",15,1,"YES",10,6,10,"NO",,"NO",,,"Fair","10 hours or more a week","Less than 2 hours per week",6,"0 times","YES",42,2548,,16,"Bachelor's degree (BA, BS)",,0,0,1,-.004,47000,,69,
"0",0,"Vanilla","AGREE","No",,"No",,"American Indian, Eskimo, or Aleut",27,37600,3000,12,10,12,10,"Non-Black / Non-Hispanic","Some of the time",28,"Northeast","Citizen, born in the U.S.",78750,461,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"Muslim","NO",,,,"YES",145,"FALSE","Somewhat important",,,"NO",,,,"NO",,"NO",,,"Good","10 hours or more a week","3 to 10 hours a week",8,"I DID NOT DRIVE IN THE PAST 30 DAYS","YES","0: weeks","0",,12,"High school diploma (Regular 12 year program)",,0,0,0,4.355,,,62,
"0",0,"Chocolate","AGREE","No",,"Yes",9,"White",22,29000,,12,8,12,8,"Hispanic","None of the time",28,"South","Citizen, naturalized",75600,442,0,0,"Married, spouse present","Married","In CBSA, not in central city",,,"Roman Catholic","YES",31000,"YES",5000,"YES",139,"FALSE","Somewhat important",18,2,"YES",3,4,"0","NO",,"NO",,5,"Excellent","7 to 9 hours a week","3 to 10 hours a week",8,"0 times","YES",42,1680,2006,12,"High school diploma (Regular 12 year program)",,1,1,0,5.351,31000,5000,65,0
"0",0,"Chocolate",,"Yes",13,"Yes",14,"Black or African American",18,17500,,12,10,,10,"Black","None of the time",31,"Northeast","Citizen, born in the U.S.",105250,598,1,1,"Married, spouse present","Married","In CBSA, in central city",1,0,"Baptist","YES",45000,"YES",60000,"YES",150,"TRUE","Extremely important",,,"YES","0",,,"NO",,"NO",,10,"Excellent","10 hours or more a week","11 to 20 hours a week",5,"0 times","YES",41,1845,2009,14,"Associate/Junior college (AA)",19750,1,1,1,79.941,45000,60000,63,0
"0",0,"Chocolate","STRONGLY DISAGREE","No",,"No",,"Something else? (SPECIFY)",33,34738,1750,8,8,8,8,"Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"None",,0,0,0,27.977,,,,
"0",0,"Chocolate","AGREE","No",,"No",,"Asian or Pacific Islander",,75500,17500,14,12,14,12,"Non-Black / Non-Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"Bachelor's degree (BA, BS)",,0,0,0,-.004,,,,
"0",0,"Vanilla",,"No",,"Yes",14,"White",37,41100,12000,12,12,12,12,"Hispanic","None of the time",31,"Northeast","Citizen, born in the U.S.",127000,563,0,0,"Divorced, not cohabiting","Divorced","In CBSA, in central city",,,"Roman Catholic","YES",56000,,,"YES",155,"FALSE","Somewhat important",,,"YES",3,3,"0","NO",,"NO",,,"Excellent","4 to 6 hours a week","3 to 10 hours a week",7,"0 times","YES",47,1880,2007,16,"Bachelor's degree (BA, BS)",,0,1,0,58.177,56000,,72,0
"0",0,"Vanilla",,"No",,"Yes",15,"Asian or Pacific Islander",,,,,,,,"Non-Black / Non-Hispanic","None of the time",32,"West","Citizen, born in the U.S.",,,0,0,"Never married, not cohabiting","Never-married","In CBSA, in central city",,,"None, no religion - personal philosophy","YES",,,,"YES",170,,,,,"YES",2,2,"0","NO",,"NO",,,"Good","10 hours or more a week","3 to 10 hours a week",6,"0 times","YES","0: weeks","0",,18,"Bachelor's degree (BA, BS)",,0,0,0,44.306,,,70,
"0",0,"Chocolate","STRONGLY AGREE","No",,"Yes",14,"Something else? (SPECIFY)",25,,3750,,8,10,8,"Hispanic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"GED",,0,0,0,-.004,,,,
1,0,"Vanilla",,"No",,"No",,"Black or African American",30,26000,-8500,,10,,10,"Black","None of the time",30,"Northeast","Citizen, born in the U.S.",,,1,0,"Never married, cohabiting","Never-married","In CBSA, not in central city",1,0,"None, no religion - personal philosophy","YES",,,,"YES",173,"TRUE","Extremely important",,,"YES",2,1,"0","NO",,"NO",,5,"Good","4 to 6 hours a week","3 to 10 hours a week",6,"0 times","YES",44,2508,,11,"GED",-500,3,0,1,10.086,,,65,0
"0",0,"Chocolate",,"No",,"No",,"Black or African American",31,,,,6,,6,"Black","None of the time",30,"Northeast","Citizen, born in the U.S.",,,3,2,"Never married, cohabiting","Never-married","In CBSA, in central city",3,0,"Congregationalist","YES",,,,"NO",223,"FALSE","Very important",,,"NO",,,,"NO",,,,,"Very good","7 to 9 hours a week","11 to 20 hours a week",6,"0 times","NO",53,1616,,12,,17500,1,0,1,-.004,,,69,0
