age,age_spouse,citizen,ethnicity,female,forborn,ftfy,hispanic,income_spouse,incwage,major,marrspp,metro,nchild,nchlt5,race,region,single,south,speakeng,years_usa,yrmarr
36,,1,"White",0,0,1,0,,82000,"Engineering",0,1,0,0,"White","West",1,0,1,36,0
46,,1,"White",1,0,1,0,,90000,"Other",0,1,0,0,"White","West",1,0,1,46,0
31,27,1,"Asian",0,1,1,0,58000,140000,"Engineering",1,1,0,0,"Asian","West",0,0,1,16,2009
27,31,0,"Asian",1,1,1,0,141500,58000,"Engineering",1,1,0,0,"Asian","West",0,0,1,2,2009
32,33,0,"Asian",0,1,0,0,7000,6000,"Technical",1,1,2,1,"Asian","West",0,0,0,8,2002
25,,1,"Asian",0,0,0,0,,8200,"Social sciences",0,1,0,0,"Asian","West",1,0,1,25,0
36,,1,"White",1,0,1,0,,5500,"Humanities",0,1,0,0,"White","West",1,0,1,36,0
26,,1,"White",1,0,0,0,,15000,"Humanities",0,1,0,0,"White","West",1,0,1,26,0
52,,1,"White",1,0,1,0,,50000,"Business",0,1,0,0,"White","West",0,0,1,52,1981
46,46,1,"Hispanic",0,0,1,1,7000,85000,"Humanities",1,1,3,0,"White","West",0,0,1,46,1991
29,28,1,"White",0,0,1,0,30000,46000,"Business",1,1,2,2,"White","West",0,0,1,29,2004
28,29,1,"White",1,0,1,0,46000,30000,"Social sciences",1,1,2,2,"White","West",0,0,1,28,2004
29,33,1,"Asian",1,0,0,0,150000,120000,"Engineering",1,1,1,1,"Asian","West",0,0,1,29,2010
50,48,1,"White",0,0,1,0,130000,140000,"Engineering",1,1,2,0,"White","West",0,0,1,50,1996
41,40,1,"White",0,0,1,0,7000,90000,"Social sciences",1,1,2,0,"White","West",0,0,1,41,1994
40,41,1,"White",1,0,0,0,90000,7000,"Education",1,1,2,0,"White","West",0,0,1,40,1994
27,,0,"Asian",0,1,0,0,,800,"Humanities",0,1,0,0,"Asian","West",1,0,1,22,0
35,43,1,"White",1,0,1,0,125000,65000,"Natural sciences",1,1,2,0,"White","West",0,0,1,35,2004
41,44,1,"Black",0,1,1,0,5000,104000,"Social sciences",1,1,2,0,"Black","West",0,0,1,12,1989
25,,1,"Hispanic",1,0,0,1,,24000,"Public service",0,1,0,0,"White","West",1,0,1,25,0
32,40,0,"Asian",1,1,1,0,96950,111000,"Health",1,1,0,0,"Asian","West",0,0,1,6,2001
36,28,1,"White",0,0,1,0,50000,398000,"Social sciences",1,1,0,0,"White","West",0,0,1,36,2009
53,,1,"White",1,0,0,0,,23000,"Social sciences",0,1,0,0,"White","West",0,0,1,53,1982
41,,1,"White",0,1,1,0,,100000,"Natural sciences",0,1,0,0,"White","West",1,0,1,30,0
39,,1,"Asian",0,1,1,0,,120000,"Health",0,1,0,0,"Asian","West",0,0,1,16,2009
44,38,1,"Asian",0,0,1,0,90000,150000,"Business",1,1,0,0,"Asian","West",0,0,1,44,2007
39,,1,"Hispanic",0,0,1,1,,35000,"Social sciences",0,1,0,0,"White","West",1,0,1,39,0
32,,1,"White",1,0,1,0,,105000,"Business",0,1,0,0,"White","West",1,0,1,32,0
26,,1,"White",1,0,1,0,,79000,"Social sciences",0,1,0,0,"White","West",1,0,1,26,0
27,,0,"Asian",0,1,1,0,,135000,"Business",0,1,0,0,"Asian","West",1,0,1,11,0
28,,0,"Asian",1,1,1,0,,40000,"Social sciences",0,1,0,0,"Asian","West",1,0,1,9,0
28,,1,"Asian",1,0,0,0,,40000,"Health",0,1,0,0,"Asian","West",1,0,1,28,0
52,51,1,"White",0,0,1,0,98000,109000,"Humanities",1,1,2,0,"White","West",0,0,1,52,1984
52,50,1,"Hispanic",0,1,1,1,72000,75000,"Humanities",1,1,3,0,"White","West",0,0,1,32,1984
37,41,1,"Asian",0,0,1,0,51250,50000,"Business",1,1,2,1,"Asian","West",0,0,1,37,2007
49,40,1,"White",0,0,1,0,50000,45000,"Humanities",1,1,0,0,"White","West",0,0,1,49,2000
52,47,1,"White",0,0,1,0,16700,72000,"Other",1,1,0,0,"White","West",0,0,1,52,1988
25,24,1,"Other",0,0,0,0,0,5200,"Social sciences",1,1,0,0,"Other","West",0,0,1,25,2008
35,35,1,"Asian",0,1,1,0,55200,75000,"Social sciences",1,1,1,1,"Asian","West",0,0,0,6,2010
35,35,1,"Asian",1,1,1,0,75000,55000,"Engineering",1,1,1,1,"Asian","West",0,0,1,32,2010
48,47,1,"White",0,0,1,0,27000,398000,"Social sciences",1,1,2,0,"White","West",0,0,1,48,1990
35,43,1,"White",1,0,1,0,100000,150000,"Business",1,1,3,2,"White","West",0,0,1,35,2004
45,,1,"White",1,0,0,0,,22000,"Social sciences",0,1,2,0,"White","West",0,0,1,45,2008
54,,1,"White",1,0,0,0,,32000,"Social sciences",0,1,0,0,"White","West",0,0,1,54,1986
30,,1,"Asian",1,0,1,0,,75000,"Business",0,1,0,0,"Asian","West",1,0,1,30,0
47,43,1,"White",0,0,1,0,99000,65000,"Engineering",1,1,3,0,"White","West",0,0,1,47,1990
28,,1,"Hispanic",0,0,1,1,,40000,"Other",0,1,0,0,"White","West",1,0,1,28,0
47,49,1,"White",0,0,1,0,8000,42000,"Business",1,1,1,0,"White","West",0,0,1,47,1994
41,,1,"Asian",0,1,1,0,,119000,"Engineering",0,1,0,0,"Asian","West",1,0,1,36,0
49,,1,"Asian",1,1,1,0,,103000,"Health",0,1,0,0,"Asian","West",0,0,1,16,1988
42,44,1,"White",0,0,1,0,120000,131000,"Engineering",1,1,1,0,"White","West",0,0,1,42,1995
39,30,1,"White",0,1,0,0,35000,20000,"Public service",1,1,0,0,"White","West",0,0,1,36,2009
30,39,1,"White",1,0,1,0,20000,35000,"Humanities",1,1,0,0,"White","West",0,0,1,30,2009
47,52,1,"White",0,0,1,0,100000,130000,"Public service",1,1,2,0,"White","West",0,0,1,47,2010
30,28,1,"White",0,0,0,0,25200,4700,"Social sciences",1,1,2,1,"White","West",0,0,1,30,2001
27,,1,"White",1,0,1,0,,41100,"Social sciences",0,1,0,0,"White","West",1,0,1,27,0
51,,1,"White",1,0,0,0,,12500,"Natural sciences",0,1,0,0,"White","West",1,0,1,51,0
27,40,1,"White",1,1,0,0,144000,25000,"Social sciences",1,1,1,1,"White","West",0,0,1,11,2008
38,38,1,"White",0,0,1,0,398000,120000,"Humanities",1,1,2,2,"White","West",0,0,1,38,2000
47,54,0,"Asian",1,1,0,0,48000,51000,"Health",1,1,3,0,"Asian","West",0,0,1,7,2001
28,40,1,"White",1,0,1,0,108000,50000,"Social sciences",1,1,0,0,"White","West",0,0,1,28,2010
40,28,1,"Hispanic",0,0,1,1,50000,108000,"Business",1,1,0,0,"White","West",0,0,1,40,2010
39,44,0,"Hispanic",0,1,1,1,0,60000,"Humanities",1,1,1,1,"White","West",0,0,1,2,2008
43,41,1,"Hispanic",1,0,1,1,48000,76000,"Public service",1,1,2,0,"White","West",0,0,1,43,1992
54,50,1,"White",0,1,1,0,0,160000,"Engineering",1,1,2,0,"White","West",0,0,1,23,1988
33,,0,"White",1,1,1,0,,50000,"Social sciences",0,1,0,0,"White","West",1,0,1,29,0
29,,1,"Hispanic",0,0,1,1,,22000,"Public service",0,1,0,0,"White","West",0,0,1,29,2008
32,37,1,"White",1,0,1,0,200000,121000,"Engineering",1,1,0,0,"White","West",0,0,1,32,2008
46,49,1,"Hispanic",1,1,0,1,14000,3400,"Business",1,1,3,0,"White","West",0,0,0,7,1986
28,,1,"White",1,0,1,0,,88000,"Social sciences",0,1,0,0,"White","West",1,0,1,28,0
27,,1,"Black",1,0,0,0,,2400,"Public service",0,1,0,0,"Black","West",1,0,1,27,0
45,,1,"Asian",1,0,1,0,,22400,"Humanities",0,1,0,0,"Asian","West",1,0,1,45,0
34,,1,"Asian",0,1,1,0,,60000,"Natural sciences",0,1,0,0,"Asian","West",1,0,1,19,0
44,,1,"Asian",1,0,0,0,,26000,"Humanities",0,1,0,0,"Asian","West",1,0,1,44,0
37,40,1,"Asian",1,1,1,0,38030,74000,"Humanities",1,1,2,1,"Asian","West",0,0,1,33,1998
25,,1,"White",0,0,0,0,,21000,"Humanities",0,1,0,0,"White","West",1,0,1,25,0
52,59,1,"Black",1,0,1,0,422000,398000,"Business",1,1,2,0,"Black","West",0,0,1,52,1989
30,,1,"White",1,0,0,0,,200,"Business",0,1,0,0,"White","West",1,0,1,30,0
37,,1,"Hispanic",0,0,1,1,,40000,"Humanities",0,1,0,0,"White","West",1,0,1,37,0
47,50,1,"White",0,0,1,0,97000,113000,"Natural sciences",1,1,0,0,"White","West",0,0,1,47,2005
50,47,1,"White",1,1,1,0,114500,97000,"Education",1,1,0,0,"White","West",0,0,1,35,2005
28,,1,"Asian",1,0,1,0,,50000,"Natural sciences",0,1,0,0,"Asian","West",1,0,1,28,0
28,,1,"Hispanic",1,0,1,1,,73000,"Business",0,1,0,0,"White","West",1,0,1,28,0
49,45,1,"White",1,0,0,0,44000,50000,"Social sciences",1,1,2,2,"White","West",0,0,1,49,2002
53,50,1,"White",0,0,1,0,75000,150000,"Natural sciences",1,1,0,0,"White","West",0,0,1,53,1985
27,28,1,"Hispanic",0,0,1,1,2500,56000,"Social sciences",1,1,0,0,"White","West",0,0,1,27,2009
54,,1,"Black",1,0,0,0,,15400,"Natural sciences",0,1,0,0,"Black","West",0,0,1,54,1989
26,,1,"White",0,0,0,0,,30000,"Business",0,1,0,0,"White","West",1,0,1,26,0
44,46,1,"White",0,1,0,0,9000,30000,"Natural sciences",1,1,2,2,"White","West",0,0,1,12,2000
29,,1,"White",0,0,1,0,,20000,"Natural sciences",0,1,0,0,"White","West",1,0,1,29,0
50,50,1,"White",0,0,1,0,41000,52000,"Business",1,1,0,0,"White","West",0,0,1,50,1984
52,,1,"Hispanic",0,0,1,1,,100000,"Health",0,1,0,0,"White","West",1,0,1,52,0
28,,1,"Asian",0,1,1,0,,31000,"Engineering",0,1,0,0,"Asian","West",1,0,1,14,0
34,,1,"Asian",0,1,1,0,,49700,"Engineering",0,1,0,0,"Asian","West",0,0,1,14,2005
32,,1,"Asian",1,1,1,0,,28000,"Education",0,1,0,0,"Asian","West",0,0,1,6,2005
26,27,1,"White",0,1,1,0,2000,60000,"Natural sciences",1,1,0,0,"White","West",0,0,1,7,2010
27,26,0,"White",1,1,0,0,60000,2000,"Social sciences",1,1,0,0,"White","West",0,0,1,1,2010
46,47,1,"Hispanic",0,0,1,1,2500,208000,"Business",1,1,4,0,"White","West",0,0,1,46,1989
26,,1,"Asian",0,1,1,0,,33000,"Humanities",0,1,0,0,"Asian","West",1,0,1,24,0
45,,1,"White",1,0,1,0,,58000,"Health",0,1,1,1,"White","West",1,0,1,45,0
44,45,1,"Asian",1,1,1,0,156000,110000,"Engineering",1,1,2,0,"Asian","West",0,0,1,31,1991
29,32,1,"Hispanic",1,0,1,1,36000,63000,"Social sciences",1,1,1,1,"White","West",0,0,1,29,2006
34,31,1,"White",0,1,1,0,56000,40000,"Humanities",1,1,0,0,"White","West",0,0,1,30,2007
31,34,1,"White",1,0,0,0,40000,55000,"Social sciences",1,1,0,0,"White","West",0,0,1,31,2007
25,27,1,"White",1,0,0,0,46000,18000,"Public service",1,1,0,0,"White","West",0,0,1,25,2009
35,36,1,"Asian",0,1,1,0,65000,65000,"Humanities",1,1,0,0,"Asian","West",0,0,1,24,2008
50,49,1,"Asian",1,1,1,0,119600,54000,"Engineering",1,1,2,0,"Asian","West",0,0,1,13,1992
26,27,1,"White",1,1,1,0,35000,45000,"Humanities",1,1,0,0,"White","West",0,0,1,9,2010
30,,1,"White",0,0,0,0,,13000,"Social sciences",0,1,0,0,"White","West",1,0,1,30,0
49,47,1,"White",1,0,1,0,56000,56000,"Humanities",1,1,0,0,"White","West",0,0,1,49,1991
29,,1,"White",1,1,1,0,,25000,"Humanities",0,1,0,0,"White","West",1,0,1,24,0
32,,1,"White",0,0,0,0,,20000,"Business",0,1,0,0,"White","West",1,0,1,32,0
54,55,1,"White",0,0,1,0,0,132000,"Natural sciences",1,1,0,0,"White","West",0,0,1,54,1987
30,30,1,"Hispanic",1,0,1,1,50000,53000,"Social sciences",1,1,0,0,"White","West",0,0,1,30,2010
40,,0,"Asian",0,1,1,0,,90000,"Engineering",0,1,0,0,"Asian","West",1,0,1,19,0
53,51,1,"White",0,0,1,0,4000,398000,"Business",1,1,0,0,"White","West",0,0,1,53,2007
44,45,1,"White",1,0,1,0,220000,163000,"Social sciences",1,1,1,1,"White","West",0,0,1,44,2006
49,51,1,"White",1,0,1,0,398000,398000,"Social sciences",1,1,1,0,"White","West",0,0,1,49,1990
42,40,1,"Asian",0,1,0,0,140000,130000,"Engineering",1,1,2,0,"Asian","West",0,0,1,31,1997
49,36,1,"Hispanic",1,1,1,1,20000,75000,"Education",1,1,1,0,"White","West",0,0,1,9,2001
47,48,1,"Asian",1,1,0,0,462000,11300,"Business",1,1,1,0,"Asian","West",0,0,1,38,1988
48,47,1,"Asian",0,1,1,0,11300,131000,"Engineering",1,1,1,0,"Asian","West",0,0,1,35,1988
38,41,1,"Hispanic",1,0,1,1,45000,60000,"Other",1,1,3,0,"White","West",0,0,1,38,1991
30,33,1,"Hispanic",1,1,1,1,98800,143000,"Business",1,1,0,0,"White","West",0,0,1,23,2011
49,61,1,"Hispanic",1,1,1,1,32000,55000,"Engineering",1,1,1,0,"White","West",0,0,1,17,1993
31,,0,"Asian",1,1,0,0,,3000,"Health",0,1,0,0,"Asian","West",1,0,1,2,0
30,,0,"Asian",0,1,0,0,,12000,"Health",0,1,0,0,"Asian","West",1,0,1,1,0
35,40,1,"White",1,0,1,0,31000,31000,"Humanities",1,1,1,1,"White","West",0,0,1,35,2006
25,27,1,"White",1,0,1,0,60000,42000,"Social sciences",1,1,0,0,"White","West",0,0,1,25,2010
50,41,1,"White",0,0,1,0,12000,120000,"Engineering",1,1,0,0,"White","West",0,0,1,50,1998
33,,1,"White",0,0,1,0,,150000,"Business",0,1,0,0,"White","West",1,0,1,33,0
31,,1,"Black",0,0,1,0,,80000,"Engineering",0,1,0,0,"Black","West",1,0,1,31,0
34,34,1,"Hispanic",0,0,1,1,48000,62000,"Public service",1,0,1,0,"White","West",0,0,1,34,2009
50,50,1,"White",0,0,1,0,90000,110000,"Humanities",1,1,0,0,"White","West",0,0,1,50,1986
50,50,1,"White",1,0,1,0,110000,90000,"Business",1,1,0,0,"White","West",0,0,1,50,1986
49,,1,"White",0,0,1,0,,85000,"Natural sciences",0,1,0,0,"White","West",1,0,1,49,0
50,,1,"White",0,0,1,0,,100000,"Social sciences",0,1,0,0,"White","West",0,0,1,50,2007
34,34,1,"Other",1,0,1,0,30000,56000,"Business",1,1,3,1,"Other","West",0,0,1,34,2001
44,37,1,"Hispanic",0,0,0,1,45000,52000,"Business",1,1,2,0,"White","West",0,0,1,44,1998
35,,0,"Hispanic",1,1,1,1,,40400,"Other",0,1,4,0,"White","West",1,0,1,27,0
47,51,1,"White",0,0,1,0,90000,180000,"Humanities",1,1,2,0,"White","West",0,0,1,47,1998
39,,1,"White",0,0,1,0,,100000,"Humanities",0,1,0,0,"White","West",1,0,1,39,0
36,,1,"White",0,0,1,0,,42000,"Education",0,1,0,0,"White","West",0,0,1,36,2007
47,38,1,"White",1,0,1,0,0,85000,"Humanities",1,1,0,0,"White","West",0,0,1,47,2005
54,,1,"White",1,0,1,0,,60000,"Business",0,1,0,0,"White","West",0,0,1,54,1980
45,41,1,"Asian",0,1,1,0,45000,80000,"Engineering",1,1,1,0,"Asian","West",0,0,1,20,1997
26,,1,"White",1,0,1,0,,30000,"Social sciences",0,1,0,0,"White","West",1,0,1,26,0
29,30,0,"Asian",1,1,0,0,0,15000,"Engineering",1,1,1,1,"Asian","West",0,0,1,0,2007
51,43,1,"Asian",0,1,1,0,95200,126000,"Engineering",1,1,2,0,"Asian","West",0,0,1,29,1988
43,51,1,"Asian",1,1,1,0,131000,95000,"Engineering",1,1,2,0,"Asian","West",0,0,1,20,1988
52,52,1,"Asian",0,1,1,0,20000,50000,"Engineering",1,1,1,0,"Asian","West",0,0,1,18,1993
52,52,1,"Asian",1,1,0,0,50000,20000,"Health",1,1,1,0,"Asian","West",0,0,1,39,1993
41,39,1,"White",1,0,1,0,85300,120000,"Social sciences",1,1,2,0,"White","West",0,0,1,41,2001
39,,1,"White",0,1,0,0,,70000,"Natural sciences",0,1,0,0,"White","West",0,0,1,9,1997
33,32,1,"Hispanic",0,0,1,1,50000,110000,"Engineering",1,1,1,1,"White","West",0,0,1,33,2007
40,41,1,"White",1,0,0,0,40000,50000,"Education",1,1,2,2,"White","West",0,0,1,40,2007
28,,1,"White",1,0,0,0,,33500,"Humanities",0,1,0,0,"White","West",1,0,1,28,0
43,44,1,"White",1,0,1,0,29700,88000,"Business",1,0,0,0,"White","West",0,0,1,43,1994
44,43,1,"White",0,0,0,0,88000,18400,"Humanities",1,0,0,0,"White","West",0,0,1,44,1994
28,,1,"Asian",0,1,0,0,,90000,"Engineering",0,1,0,0,"Asian","West",1,0,1,14,0
40,,1,"Hispanic",0,1,1,1,,32000,"Business",0,1,2,0,"White","West",0,0,1,37,1986
46,58,0,"Asian",1,1,1,0,15000,65000,"Health",1,1,0,0,"Asian","West",0,0,1,4,2007
38,35,1,"Other",1,0,1,0,48000,59000,"Humanities",1,0,1,1,"Other","West",0,0,1,38,2007
35,38,0,"White",0,1,1,0,59900,48000,"Natural sciences",1,0,1,1,"White","West",0,0,1,14,2007
54,60,1,"White",1,0,1,0,410000,14400,"Social sciences",1,1,0,0,"White","West",0,0,1,54,2007
27,,1,"White",1,0,1,0,,90000,"Health",0,1,0,0,"White","West",1,0,1,27,0
42,44,1,"Asian",1,1,1,0,96000,68000,"Natural sciences",1,1,0,0,"Asian","West",0,0,1,22,2000
44,42,1,"Asian",0,1,1,0,68000,96000,"Business",1,1,0,0,"Asian","West",0,0,1,24,2000
45,,1,"White",1,0,1,0,,107000,"Business",0,1,0,0,"White","West",1,0,1,45,0
42,47,1,"White",1,0,0,0,102010,10600,"Education",1,1,3,1,"White","West",0,0,1,42,1994
47,42,1,"White",0,0,1,0,10610,102000,"Social sciences",1,1,3,1,"White","West",0,0,1,47,1994
38,41,1,"Black",0,0,1,0,101000,100000,"Social sciences",1,1,2,0,"Black","West",0,0,1,38,2002
51,51,1,"White",0,0,1,0,7000,200000,"Engineering",1,1,3,0,"White","West",0,0,1,51,1995
51,51,1,"White",1,0,0,0,537000,7000,"Social sciences",1,1,3,0,"White","West",0,0,1,51,1995
41,,1,"White",0,0,1,0,,200000,"Engineering",0,1,0,0,"White","West",1,0,1,41,0
32,,1,"Asian",1,1,0,0,,38000,"Social sciences",0,1,0,0,"Asian","West",0,0,1,31,2009
38,36,1,"Hispanic",0,0,1,1,15000,196000,"Business",1,1,0,0,"White","West",0,0,1,38,2009
25,,1,"Hispanic",1,0,1,1,,21000,"Social sciences",0,1,0,0,"White","West",1,0,1,25,0
25,,1,"Hispanic",0,1,0,1,,12000,"Humanities",0,1,0,0,"White","West",1,0,1,16,0
35,,1,"Hispanic",1,0,0,1,,27600,"Other",0,1,0,0,"White","West",1,0,1,35,0
43,,1,"White",0,0,1,0,,35000,"Social sciences",0,0,0,0,"White","West",1,0,1,43,0
37,40,1,"White",1,0,1,0,30000,90000,"Engineering",1,1,2,0,"White","West",0,0,1,37,1994
53,,1,"Asian",0,0,1,0,,60000,"Other",0,1,0,0,"Asian","West",1,0,1,53,0
53,52,1,"White",1,0,1,0,70000,99000,"Social sciences",1,1,0,0,"White","West",0,0,1,53,1992
41,46,1,"White",0,0,1,0,4200,81000,"Engineering",1,1,2,0,"White","West",0,0,1,41,2000
38,38,0,"Asian",0,1,1,0,21300,70000,"Other",1,1,2,1,"Asian","West",0,0,1,11,2008
25,,1,"Hispanic",0,0,0,1,,22900,"Natural sciences",0,1,0,0,"White","West",1,0,1,25,0
32,33,1,"White",1,0,1,0,100000,160000,"Other",1,1,2,2,"White","West",0,0,1,32,2007
33,32,1,"White",0,1,1,0,160100,100000,"Business",1,1,2,2,"White","West",0,0,1,32,2007
29,,1,"Asian",1,1,1,0,,40000,"Natural sciences",0,1,0,0,"Asian","West",1,0,1,22,0
28,,1,"Asian",1,1,1,0,,45000,"Business",0,1,0,0,"Asian","West",1,0,1,12,0
54,,1,"White",0,1,1,0,,180000,"Other",0,1,0,0,"White","West",0,0,1,31,1988
41,41,0,"Asian",1,1,1,0,0,140000,"Health",1,1,2,0,"Asian","West",0,0,1,13,1997
43,,1,"White",0,0,1,0,,16900,"Humanities",0,1,0,0,"White","West",1,0,1,43,0
26,,1,"Hispanic",1,0,0,1,,15000,"Social sciences",0,1,0,0,"White","West",1,0,1,26,0
45,41,1,"White",1,0,0,0,150000,18800,"Business",1,1,3,0,"White","West",0,0,1,45,1996
41,45,1,"White",0,0,1,0,20100,150000,"Engineering",1,1,3,0,"White","West",0,0,1,41,1996
43,,1,"Asian",1,1,1,0,,13000,"Social sciences",0,1,0,0,"Asian","West",0,0,1,24,1990
54,53,1,"Asian",1,1,1,0,185000,101000,"Business",1,1,0,0,"Asian","West",0,0,1,43,1981
53,54,1,"Other",0,1,1,0,101000,185000,"Engineering",1,1,0,0,"Other","West",0,0,1,8,1981
45,,1,"Hispanic",1,0,0,1,,5100,"Business",0,1,0,0,"White","West",1,0,1,45,0
29,,1,"White",1,0,0,0,,15000,"Social sciences",0,1,0,0,"White","West",1,0,1,29,0
41,,0,"Asian",1,1,1,0,,36900,"Natural sciences",0,1,0,0,"Asian","West",0,0,1,14,2001
42,49,1,"Hispanic",1,1,1,1,20000,63000,"Business",1,1,2,0,"White","West",0,0,1,28,2001
50,49,1,"White",0,0,1,0,25100,70000,"Natural sciences",1,0,2,0,"White","West",0,0,1,50,1988
26,,1,"White",0,0,0,0,,26400,"Humanities",0,1,0,0,"White","West",1,0,1,26,0
41,37,1,"White",0,0,1,0,62000,70000,"Social sciences",1,1,2,0,"White","West",0,0,1,41,1995
38,,0,"White",0,1,1,0,,100000,"Engineering",0,1,0,0,"White","West",1,0,1,13,0
28,,1,"White",0,0,1,0,,25000,"Humanities",0,1,0,0,"White","West",1,0,1,28,0
41,,1,"White",0,0,0,0,,55000,"Engineering",0,1,0,0,"White","West",1,0,1,41,0
37,,1,"White",1,0,1,0,,53000,"Social sciences",0,1,0,0,"White","West",1,0,1,37,0
33,,1,"Asian",0,0,1,0,,21000,"Humanities",0,1,0,0,"Asian","West",1,0,1,33,0
32,,1,"White",1,0,1,0,,35000,"Social sciences",0,1,0,0,"White","West",1,0,1,32,0
30,55,1,"Hispanic",1,0,0,1,61000,5000,"Business",1,1,1,1,"White","West",0,0,1,30,2011
32,30,1,"Asian",0,0,1,0,90000,100000,"Health",1,1,1,1,"Asian","West",0,0,1,32,2008
30,,1,"White",1,0,1,0,,50000,"Social sciences",0,1,0,0,"White","West",1,0,1,30,0
36,,1,"White",1,0,0,0,,25000,"Humanities",0,1,0,0,"White","West",1,0,1,36,0
44,43,1,"White",1,0,1,0,75000,90000,"Humanities",1,1,2,0,"White","West",0,0,1,44,1994
43,44,1,"White",0,0,1,0,90000,75000,"Humanities",1,1,2,0,"White","West",0,0,1,43,1994
38,,1,"Asian",0,0,1,0,,70000,"Humanities",0,1,0,0,"Asian","West",1,0,1,38,0
39,47,1,"White",1,0,0,0,70000,10000,"Humanities",1,1,3,0,"White","West",0,0,1,39,1996
50,,1,"Asian",0,1,1,0,,94000,"Engineering",0,1,1,0,"Asian","West",0,0,1,31,1990
41,42,1,"White",1,0,0,0,90000,30000,"Humanities",1,1,2,0,"White","West",0,0,1,41,1995
42,41,1,"White",0,0,0,0,30000,90000,"Business",1,1,2,0,"White","West",0,0,1,42,1995
28,30,1,"White",1,0,0,0,58800,35000,"Business",1,1,1,1,"White","West",0,0,1,28,2007
30,28,1,"Hispanic",0,1,1,1,35000,65000,"Social sciences",1,1,1,1,"White","West",0,0,1,22,2007
38,38,0,"Asian",0,1,1,0,0,57000,"Engineering",1,1,4,1,"Asian","West",0,0,1,4,1997
27,,1,"White",0,0,1,0,,63000,"Engineering",0,1,0,0,"White","West",1,0,1,27,0
26,,1,"White",1,0,1,0,,30000,"Natural sciences",0,1,0,0,"White","West",1,0,1,26,0
53,56,1,"White",0,0,0,0,16700,200000,"Natural sciences",1,1,0,0,"White","West",0,0,1,53,1978
49,,1,"White",0,0,1,0,,90000,"Business",0,0,0,0,"White","West",1,0,1,49,0
43,44,1,"Hispanic",0,0,1,1,70000,100000,"Social sciences",1,1,2,0,"White","West",0,0,1,43,1998
41,41,0,"Asian",1,1,0,0,80000,24000,"Health",1,1,2,0,"Asian","West",0,0,1,5,2004
41,41,0,"Asian",0,1,1,0,24000,80000,"Health",1,1,2,0,"Asian","West",0,0,1,5,2004
26,26,1,"White",0,0,1,0,70000,75000,"Engineering",1,1,0,0,"White","West",0,0,1,26,2009
26,26,1,"White",1,0,1,0,75000,70000,"Engineering",1,1,0,0,"White","West",0,0,1,26,2009
42,40,1,"White",1,0,1,0,115000,150000,"Public service",1,1,1,0,"White","West",0,0,1,42,1998
35,34,0,"Asian",0,1,1,0,39000,62000,"Engineering",1,1,1,1,"Asian","West",0,0,1,8,2005
34,35,0,"Asian",1,1,1,0,62000,39000,"Social sciences",1,1,1,1,"Asian","West",0,0,1,7,2005
47,42,1,"White",0,0,0,0,120000,15000,"Engineering",1,1,2,1,"White","West",0,0,1,47,1995
42,47,1,"White",1,0,1,0,15000,120000,"Humanities",1,1,2,1,"White","West",0,0,1,42,1995
38,37,1,"White",0,0,1,0,2100,79000,"Natural sciences",1,0,3,0,"White","West",0,0,1,38,1997
37,38,1,"White",1,0,0,0,111000,2100,"Social sciences",1,0,3,0,"White","West",0,0,1,37,1997
43,,1,"White",1,1,0,0,,50000,"Humanities",0,1,0,0,"White","West",1,0,1,42,0
43,38,1,"White",0,0,1,0,100000,100000,"Social sciences",1,1,2,0,"White","West",0,0,1,43,1999
44,,0,"Hispanic",0,1,0,1,,9000,"Humanities",0,1,1,0,"White","West",1,0,0,21,0
35,36,1,"Black",0,0,1,0,45000,65000,"Business",1,1,1,0,"Black","West",0,0,1,35,2004
53,,0,"White",1,1,0,0,,5900,"Social sciences",0,1,0,0,"White","West",1,0,1,23,0
54,58,1,"White",0,0,1,0,33000,105000,"Engineering",1,1,0,0,"White","West",0,0,1,54,2000
28,,1,"White",0,0,1,0,,80000,"Business",0,1,0,0,"White","West",1,0,1,28,0
25,25,1,"White",0,0,1,0,50000,55000,"Business",1,1,0,0,"White","West",0,0,1,25,2011
25,25,1,"Hispanic",1,0,1,1,55000,50000,"Business",1,1,0,0,"White","West",0,0,1,25,2011
53,40,1,"White",0,0,1,0,20500,115000,"Public service",1,1,2,0,"White","West",0,0,1,53,1990
31,,1,"Black",0,0,0,0,,10000,"Humanities",0,1,0,0,"Black","West",1,0,1,31,0
30,,1,"White",1,0,1,0,,49000,"Business",0,1,0,0,"White","West",1,0,1,30,0
47,61,1,"White",0,0,1,0,12000,105000,"Social sciences",1,1,0,0,"White","West",0,0,1,47,2007
35,32,0,"Hispanic",1,1,0,1,10200,14000,"Business",1,1,2,1,"White","West",0,0,0,9,2004
38,38,1,"Asian",1,1,1,0,220000,60000,"Business",1,1,2,0,"Asian","West",0,0,1,30,1997
45,45,1,"White",0,0,1,0,4200,72000,"Engineering",1,1,2,0,"White","West",0,0,1,45,2005
39,,1,"Asian",0,1,0,0,,10000,"Natural sciences",0,1,0,0,"Asian","West",1,0,1,30,0
36,35,1,"Asian",0,1,1,0,100000,398000,"Natural sciences",1,1,3,2,"Asian","West",0,0,1,30,2002
54,,1,"White",1,1,0,0,,2000,"Humanities",0,1,2,0,"White","West",0,0,1,21,1991
52,,1,"White",0,0,1,0,,120000,"Business",0,1,0,0,"White","West",0,0,1,52,1983
